Mel Bridgman,Philadelphia,1,1,1975,C,Ca,Unknown
Greg Joly,Washington,1,1,1974,D,Ca,Unknown
Denis Potvin,NY Islanders,1,1,1973,D,Ca,Unknown
Billy Harris,NY Islanders,1,1,1972,RW,Ca,Unknown
Guy Lafleur,Montreal,1,1,1971,RW,Ca,Unknown
Gilbert Perreault,Buffalo,1,1,1970,C,Ca,Unknown
Réjean Houle,Montreal,1,1,1969,RW,Ca,Unknown
Michel Plasse,Montreal,1,1,1968,G,Ca,Unknown
Barry Gibbs,Boston,1,1,1966,D,Ca,Unknown
Garry Monahan,Montreal,1,1,1963,LW,Ca,Unknown
Jonathan Toews,Chicago,1,3,2006,C,Ca,Unknown
Duncan Keith,Chicago,2,54,2002,D,Ca,Unknown
Jamie Benn,Dallas,5,129,2007,LW,Ca,Unknown
Ryan Getzlaf,Anaheim,1,19,2003,C,Ca,Unknown
Corey Perry,Anaheim,1,28,2003,RW,Ca,Unknown
Ray Bourque,Boston,1,8,1979,D,Ca,Unknown
Nicklas Lidström,Detroit,3,53,1989,D,Se,Unknown
Martin Brodeur,New Jersey,1,20,1990,G,Ca,Unknown
Jaromír Jágr,Pittsburgh,1,5,1990,RW,Cs,Unknown
Nikita Kucherov,Tampa Bay,2,58,2011,RW,Ru,Unknown
Carey Price,Montreal,1,5,2005,G,Ca,Unknown
Devante Smith-Pelly,Anaheim,2,42,2010,RW,Ca,Unknown
Brady Tkachuk,Ottawa,1,4,2018,LW,Us,Unknown
Anton Strålman,Toronto,7,216,2005,D,Se,Unknown
Jonathan Davidsson,Columbus,6,170,2017,RW,Se,Unknown
Ryan Poehling,Montreal,1,25,2017,C,Us,Unknown
Viktor Stålberg,Toronto,6,161,2006,LW,Se,Unknown
Justin Auger,Los Angeles,4,103,2013,RW,Ca,Unknown
Erik Condra,Ottawa,7,211,2006,RW,Us,Unknown
Austin Watson,Nashville,1,18,2010,LW,Us,Unknown
Linus Karlsson,San Jose,3,87,2018,C,Se,Unknown
Matthew Savoie,Buffalo,1,9,2022,C,Ca,Unknown
Ryan Winterton,Seattle,3,67,2021,C,Ca,Unknown
Marc Del Gaizo,Nashville,4,109,2019,D,Us,Unknown
Roman Čechmánek,Philadelphia,6,171,2000,G,Cs,Unknown
Nicolas Kerdiles,Anaheim,2,36,2012,LW,Us,Unknown
Henry Boucha,Detroit,2,16,1971,C,Us,Unknown
Cal Clutterbuck,Minnesota,3,72,2006,RW,Ca,Unknown
Ľubomír Sekeráš,Minnesota,8,232,2000,D,Cs,Unknown
Jacob Bryson,Buffalo,4,99,2017,D,Ca,Unknown
Anthony Stolarz,Philadelphia,2,45,2012,G,Us,Unknown
John Gibson,Anaheim,2,39,2011,G,Us,Unknown
Ilya Samsonov,Washington,1,22,2015,G,Ru,Unknown
William Nylander,Toronto,1,8,2014,C,Ca,Unknown
Tyler Bertuzzi,Detroit,2,58,2013,LW,Ca,Unknown
Oliver Ekman-Larsson,Phoenix,1,6,2009,D,Se,Unknown
Ben Chiarot,Atlanta,4,120,2009,D,Ca,Unknown
Nikita Zadorov,Buffalo,1,16,2013,D,Ru,Unknown
Daniel Alfredsson,Ottawa,6,133,1994,RW,Se,Unknown
Mike Bossy,NY Islanders,1,15,1977,RW,Ca,Unknown
Paul Coffey,Edmonton,1,6,1980,D,Ca,Unknown
Chris Chelios,Montreal,2,40,1981,D,Us,Unknown
Zdeno Chára,NY Islanders,3,56,1996,D,Cs,Unknown
Ken Dryden,Boston,3,14,1964,G,Ca,Unknown
Drew Doughty,Los Angeles,1,2,2008,D,Ca,Unknown
Marcel Dionne,Detroit,1,2,1971,C,Ca,Unknown
Don Edwards,Buffalo,5,89,1975,G,Ca,Unknown
Patrik Eliáš,New Jersey,2,51,1994,LW,Cs,Unknown
Brian Engblom,Montreal,2,22,1975,D,Ca,Unknown
Peter Forsberg,Philadelphia,1,6,1991,C,Se,Unknown
Grant Fuhr,Edmonton,1,8,1981,G,Ca,Unknown
Adam Fox,Calgary,3,66,2016,D,Us,Unknown
Sergei Fedorov,Detroit,4,74,1989,C,Su,Unknown
Michel Goulet,Quebec,1,20,1979,LW,Ca,Unknown
Dominik Hašek,Chicago,10,199,1983,G,Cs,Unknown
Jarome Iginla,Dallas,1,11,1995,RW,Ca,Unknown
Al Iafrate,Toronto,1,4,1984,D,Us,Unknown
Timur Ibragimov,San Jose,6,164,2019,LW,Ru,Unknown
Jacob Ingham,Los Angeles,6,175,2018,G,Ca,Unknown
Roman Josi,Nashville,2,38,2008,D,Ch,Unknown
Jari Kurri,Edmonton,4,69,1980,RW,Fi,Unknown
Paul Kariya,Anaheim,1,4,1993,LW,Ca,Unknown
Erik Karlsson,Ottawa,1,15,2008,D,Se,Unknown
Brian Leetch,NY Rangers,1,9,1986,D,Us,Unknown
John LeClair,Montreal,2,33,1987,LW,Us,Unknown
Al MacInnis,Calgary,1,15,1981,D,Ca,Unknown
Mark Messier,Edmonton,3,48,1979,LW/C,Ca,Unknown
Brad Marchand,Boston,3,71,2006,LW,Ca,Unknown
Cam Neely,Vancouver,1,9,1983,RW,Ca,Unknown
Scott Niedermayer,New Jersey,1,3,1991,D,Ca,Unknown
Markus Näslund,Pittsburgh,1,16,1991,LW,Se,Unknown
James Neal,Dallas,2,33,2005,LW,Ca,Unknown
Sandis Ozoliņš,San Jose,2,30,1991,D,Su,Unknown
Brad Park,NY Rangers,1,2,1966,D,Ca,Unknown
Chris Pronger,Hartford,1,2,1993,D,Ca,Unknown
Jonathan Quick,Los Angeles,3,72,2005,G,Us,Unknown
Joel Quenneville,Toronto,2,21,1978,D,Ca,Unknown
John Quenneville,New Jersey,1,30,2014,C,Ca,Unknown
Kevin Quick,Tampa Bay,3,78,2006,D,Us,Unknown
Luc Robitaille,Los Angeles,9,171,1984,LW,Ca,Unknown
Larry Robinson,Montreal,2,20,1971,D,Ca,Unknown
Patrick Roy,Montreal,3,51,1984,G,Ca,Unknown
Scott Stevens,Washington,1,5,1982,D,Ca,Unknown
Marc Tardif,Montreal,1,2,1969,LW,Ca,Unknown
Bryan Trottier,NY Islanders,2,22,1974,C,Ca,Unknown
Linus Ullmark,Buffalo,6,163,2012,G,Se,Unknown
Scottie Upshall,Nashville,1,6,2002,LW,Ca,Unknown
Dominik Uher,Pittsburgh,5,144,2011,C,Cs,Unknown
John Vanbiesbrouck,NY Rangers,4,72,1981,G,Us,Unknown
Andrei Vasilevskiy,Tampa Bay,1,19,2012,G,Ru,Unknown
Thomas Vanek,Buffalo,1,5,2003,LW,At,Unknown
Steve Vickers,NY Rangers,1,10,1971,LW,Ca,Unknown
Shea Weber,Nashville,2,49,2003,D,Ca,Unknown
Doug Wilson,Chicago,1,6,1977,D,Ca,Unknown
Florian Xhekaj,Montreal,4,101,2023,LW,Ca,Unknown
Alexei Yashin,Ottawa,1,2,1992,C,Su,Unknown
Steve Yzerman,Detroit,1,4,1983,C,Ca,Unknown
Warren Young,California,4,59,1976,C,Ca,Unknown
Mike York,NY Rangers,6,136,1997,LW,Us,Unknown
Trent Yawney,Chicago,3,45,1984,D,Ca,Unknown
Alexei Zhamnov,Winnipeg,4,77,1990,C,Su,Unknown
Sergei Zubov,NY Rangers,5,85,1990,D,Su,Unknown
Henrik Zetterberg,Detroit,7,210,1999,C,Se,Unknown
Zarley Zalapski,Pittsburgh,1,4,1986,D,Ca,Unknown
Trevor Zegras,Anaheim,1,9,2019,C,Us,Unknown
Jason Zucker,Minnesota,2,59,2010,LW,Us,Unknown
Matthew Beniers,Seattle,1,2,2021,C,Us,Unknown
Igor Shesterkin,NY Rangers,4,118,2014,G,Ru,Unknown
Moritz Seider,Detroit,1,6,2019,D,De,Unknown
Cale Makar,Colorado,1,4,2017,D,Ca,Unknown
Kirill Kaprizov,Minnesota,5,135,2015,LW,Ru,Unknown
Leon Draisaitl,Edmonton,1,3,2014,C,De,Unknown
Connor Hellebuyck,Winnipeg,5,130,2012,G,Us,Unknown
Victor Hedman,Tampa Bay,1,2,2009,D,Se,Unknown
Elias Pettersson,Vancouver,1,5,2017,C,Se,Unknown
Ryan O'Reilly,Colorado,2,33,2009,C,Ca,Unknown
Pekka Rinne,Nashville,8,258,2004,G,Fi,Unknown
Mathew Barzal,NY Islanders,1,16,2015,C,Ca,Unknown
Brent Burns,Minnesota,1,20,2003,D/RW,Ca,Unknown
Braden Holtby,Washington,4,93,2008,G,Ca,Unknown
Tuukka Rask,Toronto,1,21,2005,G,Fi,Unknown
Justin Williams,Philadelphia,1,28,2000,RW,Ca,Unknown
Jonathan Huberdeau,Florida,1,3,2011,LW,Ca,Unknown
P.K. Subban,Montreal,2,43,2007,D,Ca,Unknown
Evgeni Malkin,Pittsburgh,1,2,2004,C,Su,Unknown
Henrik Lundqvist,NY Rangers,7,205,2000,G,Se,Unknown
Gabriel Landeskog,Colorado,1,2,2011,LW,Se,Unknown
Tim Thomas,Quebec,9,217,1994,G,Us,Unknown
Jeff Skinner,Carolina,1,7,2010,LW/C,Ca,Unknown
Henrik Sedin,Vancouver,1,3,1999,C,Se,Unknown
Ryan Miller,Buffalo,5,138,1999,G,Us,Unknown
Tyler Myers,Buffalo,1,12,2008,D,Us,Unknown
Steve Mason,Columbus,3,69,2006,G,Ca,Unknown
Miikka Kiprusoff,San Jose,5,116,1995,G,Fi,Unknown
Cam Ward,Carolina,1,25,2002,G,Ca,Unknown
Andrew Raycroft,Boston,5,135,1998,G,Ca,Unknown
Brad Richards,Tampa Bay,3,64,1998,C,Ca,Unknown
Barret Jackman,St. Louis,1,17,1999,D,Ca,Unknown
Jean-Sébastien Giguère,Hartford,1,13,1995,G,Ca,Unknown
José Théodore,Montreal,2,44,1994,G,Ca,Unknown
Dany Heatley,Atlanta,1,2,2000,LW,De,Unknown
Joe Sakic,Quebec,1,15,1987,C,Ca,Unknown
Evgeni Nabokov,San Jose,9,219,1994,G,Su,Unknown
Olaf Kölzig,Washington,1,19,1989,G,Za,Unknown
Scott Gomez,New Jersey,1,27,1998,C,Us,Unknown
Chris Drury,Quebec,3,72,1994,C,Us,Unknown
Joe Nieuwendyk,Calgary,2,27,1985,C,Ca,Unknown
Sergei Samsonov,Boston,1,8,1997,LW,Su,Unknown
Rob Blake,Los Angeles,4,70,1988,D,Ca,Unknown
Mike Vernon,Calgary,3,56,1981,G,Ca,Unknown
Jim Carey,Washington,2,32,1992,G,Us,Unknown
Claude Lemieux,Montreal,2,26,1983,RW,Ca,Unknown
Teemu Selänne,Winnipeg,1,10,1988,RW,Fi,Unknown
Pavel Bure,Vancouver,6,113,1989,RW,Su,Unknown
Brett Hull,Calgary,6,117,1984,RW,Ca,Unknown
Sergei Makarov,Calgary,12,231,1983,RW,Su,Unknown
Bill Ranford,Boston,3,52,1985,G,Ca,Unknown
Ron Hextall,Philadelphia,6,119,1982,G,Ca,Unknown
Gary Suter,Calgary,9,180,1984,D,Us,Unknown
Pelle Lindbergh,Philadelphia,2,35,1979,G,Se,Unknown
Tom Barrasso,Buffalo,1,5,1983,G,Us,Unknown
Rod Langway,Montreal,2,36,1977,D,Tw,Unknown
Pete Peeters,Philadelphia,8,135,1977,G,Ca,Unknown
Steve Larmer,Chicago,6,120,1980,RW,Ca,Unknown
Billy Smith,Los Angeles,5,59,1970,G,Ca,Unknown
Denis Herron,Pittsburgh,3,40,1972,G,Ca,Unknown
Michel Larocque,Montreal,1,6,1972,G,Ca,Unknown
Richard Sévigny,Montreal,7,124,1977,G,Ca,Unknown
Randy Carlyle,Toronto,2,30,1976,D,Ca,Unknown
Butch Goring,Los Angeles,5,51,1969,C,Ca,Unknown
Bob Sauvé,Buffalo,1,17,1975,G,Ca,Unknown
Bob Gainey,Montreal,1,8,1973,LW,Ca,Unknown
Willi Plett,Atlanta,5,80,1975,RW,Py,Unknown
Bobby Clarke,Philadelphia,2,17,1969,C,Ca,Unknown
Reggie Leach,Boston,1,3,1970,RW,Ca,Unknown
Eric Vail,Atlanta,2,21,1973,LW,Ca,Unknown
Kyle Connor,Winnipeg,1,17,2015,LW,Us,Unknown
Quinn Hughes,Vancouver,1,7,2018,D,Us,Unknown
J.T. Miller,NY Rangers,1,15,2011,C,Us,Unknown
Sam Reinhart,Buffalo,1,2,2014,C,Ca,Unknown
Chris Kreider,NY Rangers,1,19,2009,LW,Us,Unknown
David Pastrňák,Boston,1,25,2014,RW,Cz,Unknown
Mario Ferraro,San Jose,2,49,2017,D,Ca,Unknown
Ilya Sorokin,NY Islanders,3,78,2014,G,Ru,Unknown
Jonas Johansson,Buffalo,3,61,2014,G,Se,Unknown
Juuse Saros,Nashville,4,99,2013,G,Fi,Unknown
Jeremy Swayman,Boston,4,111,2017,G,Us,Unknown
Tristan Jarry,Pittsburgh,2,44,2013,G,Ca,Unknown
Thatcher Demko,Vancouver,2,36,2014,G,Us,Unknown
Brayden McNabb,Buffalo,3,66,2009,D,Ca,Unknown
Jordan Binnington,St. Louis,3,88,2011,G,Ca,Unknown
Leo Carlsson,Anaheim,1,2,2023,C,Se,Unknown
Adam Fantilli,Columbus,1,3,2023,C,Ca,Unknown
William Smith,San Jose,1,4,2023,C,Us,Unknown
David Reinbacher,Montreal,1,5,2023,D,At,Unknown
Dmitriy Simashev,Arizona,1,6,2023,D,Ru,Unknown
Matvei Michkov,Philadelphia,1,7,2023,RW,Ru,Unknown
Ryan Leonard,Washington,1,8,2023,RW,Us,Unknown
Nate Danielson,Detroit,1,9,2023,C,Ca,Unknown
Dalibor Dvorsky,St. Louis,1,10,2023,C,Sk,Unknown
Tom Willander,Vancouver,1,11,2023,D,Se,Unknown
Danil But,Arizona,1,12,2023,LW,Ru,Unknown
Zach Benson,Buffalo,1,13,2023,LW,Ca,Unknown
Brayden Yager,Pittsburgh,1,14,2023,C,Ca,Unknown
Matthew Wood,Nashville,1,15,2023,RW,Ca,Unknown
Samuel Honzek,Calgary,1,16,2023,LW,Sk,Unknown
Axel Sandin Pellikka,Detroit,1,17,2023,D,Se,Unknown
Colby Barlow,Winnipeg,1,18,2023,LW,Ca,Unknown
Oliver Moore,Chicago,1,19,2023,C,Us,Unknown
Eduard Sale,Seattle,1,20,2023,LW,Cz,Unknown
Charlie Stramel,Minnesota,1,21,2023,C,Us,Unknown
Oliver Bonk,Philadelphia,1,22,2023,D,Ca,Unknown
Gabriel Perreault,NY Rangers,1,23,2023,RW,Ca,Unknown
Tanner Molendyk,Nashville,1,24,2023,D,Ca,Unknown
Otto Stenberg,St. Louis,1,25,2023,C,Se,Unknown
Quentin Musty,San Jose,1,26,2023,LW,Us,Unknown
Calum Ritchie,Colorado,1,27,2023,C,Ca,Unknown
Easton Cowan,Toronto,1,28,2023,RW,Ca,Unknown
Theo Lindstein,St. Louis,1,29,2023,D,Se,Unknown
Bradly Nadeau,Carolina,1,30,2023,LW,Ca,Unknown
Mikhail Gulyayev,Colorado,1,31,2023,D,Ru,Unknown
David Edstrom,Vegas,1,32,2023,C,Se,Unknown
Nico Myatovic,Anaheim,2,33,2023,LW,Ca,Unknown
Gavin Brindley,Columbus,2,34,2023,C,Us,Unknown
Adam Gajan,Chicago,2,35,2023,G,Sk,Unknown
Kasper Halttunen,San Jose,2,36,2023,RW,Fi,Unknown
Ethan Gauthier,Tampa Bay,2,37,2023,RW,Us,Unknown
Michael Hrabal,Arizona,2,38,2023,G,Cz,Unknown
Anton Wahlberg,Buffalo,2,39,2023,C,Se,Unknown
Andrew Cristall,Washington,2,40,2023,LW,Ca,Unknown
Trey Augustine,Detroit,2,41,2023,G,Us,Unknown
Andrew Gibson,Detroit,2,42,2023,D,Ca,Unknown
Felix Nilsson,Nashville,2,43,2023,C,Se,Unknown
Roman Kantserov,Chicago,2,44,2023,RW,Ru,Unknown
Maxim Strbak,Buffalo,2,45,2023,D,Sk,Unknown
Kalan Lind,Nashville,2,46,2023,LW,Ca,Unknown
Brady Cleveland,Detroit,2,47,2023,D,Us,Unknown
Etienne Morin,Calgary,2,48,2023,D,Ca,Unknown
Danny Nelson,NY Islanders,2,49,2023,C,Us,Unknown
Carson Rehkopf,Seattle,2,50,2023,LW,Ca,Unknown
Carson Bjarnason,Philadelphia,2,51,2023,G,Ca,Unknown
Oscar Fisker Molgaard,Seattle,2,52,2023,C,Dk,Unknown
Rasmus Kumpulainen,Minnesota,2,53,2023,C,Fi,Unknown
Jakub Dvorak,Los Angeles,2,54,2023,D,Cz,Unknown
Martin Misiak,Chicago,2,55,2023,RW,Sk,Unknown
Beau Akey,Edmonton,2,56,2023,D,Ca,Unknown
Lukas Dragicevic,Seattle,2,57,2023,D,Ca,Unknown
Lenni Hameenaho,New Jersey,2,58,2023,RW,Fi,Unknown
Carey Terrance,Anaheim,2,59,2023,C,Us,Unknown
Damian Clara,Anaheim,2,60,2023,G,It,Unknown
Tristan Bertucci,Dallas,2,61,2023,D,Ca,Unknown
Felix Unger Sorum,Carolina,2,62,2023,RW,No,Unknown
Gracyn Sawchyn,Florida,2,63,2023,C,Ca,Unknown
Riley Heidt,Minnesota,2,64,2023,C,Ca,Unknown
Coulson Pitre,Anaheim,3,65,2023,RW,Ca,Unknown
William Whitelaw,Columbus,3,66,2023,RW,Us,Unknown
Nick Lardis,Chicago,3,67,2023,LW,Ca,Unknown
Jesse Kiiskinen,Nashville,3,68,2023,RW,Fi,Unknown
Jacob Fowler,Montreal,3,69,2023,G,Us,Unknown
Jonathan Castagna,Arizona,3,70,2023,C,Ca,Unknown
Brandon Svoboda,San Jose,3,71,2023,C,Us,Unknown
Noel Nordh,Arizona,3,72,2023,LW,Se,Unknown
Noah Dower Nilsson,Detroit,3,73,2023,LW,Se,Unknown
Quinton Burns,St. Louis,3,74,2023,D,Ca,Unknown
Hunter Brzustewicz,Vancouver,3,75,2023,D,Us,Unknown
Juraj Pekarcik,St. Louis,3,76,2023,LW,Sk,Unknown
Mathieu Cataford,Vegas,3,77,2023,C,Ca,Unknown
Koehn Ziemmer,Los Angeles,3,78,2023,RW,Ca,Unknown
Brad Gardiner,Dallas,3,79,2023,C,Ca,Unknown
Aydar Suniev,Calgary,3,80,2023,LW,Ru,Unknown
Tanner Ludtke,Arizona,3,81,2023,C,Us,Unknown
Zach Nehring,Winnipeg,3,82,2023,RW,Us,Unknown
Dylan Mackinnon,Nashville,3,83,2023,D,Ca,Unknown
Caden Price,Seattle,3,84,2023,D,Ca,Unknown
Yegor Sidorov,Anaheim,3,85,2023,RW,By,Unknown
Gavin Mccarthy,Buffalo,3,86,2023,D,Us,Unknown
Egor Zavragin,Philadelphia,3,87,2023,G,Ru,Unknown
Vadim Moroz,Arizona,3,88,2023,RW,By,Unknown
Sawyer Mynio,Vancouver,3,89,2023,D,Ca,Unknown
Drew Fortescue,NY Rangers,3,90,2023,D,Us,Unknown
Emil Pieniniemi,Pittsburgh,3,91,2023,D,Fi,Unknown
Christopher Pelosi,Boston,3,92,2023,C,Us,Unknown
Jiri Felcman,Chicago,3,93,2023,C,Cz,Unknown
Jayden Perron,Carolina,3,94,2023,RW,Ca,Unknown
Denver Barkey,Philadelphia,3,95,2023,C,Ca,Unknown
Arttu Karki,Vegas,3,96,2023,D,Fi,Unknown
Konnor Smith,Anaheim,4,97,2023,D,Ca,Unknown
Andrew Strathmann,Columbus,4,98,2023,D,Us,Unknown
Alex Pharand,Chicago,4,99,2023,C,Ca,Unknown
Alexander Rykov,Carolina,4,100,2023,RW,Ru,Unknown
Terrell Goldsmith,Arizona,4,102,2023,D,Ca,Unknown
Cole Knuble,Philadelphia,4,103,2023,C,Us,Unknown
Patrick Thomas,Washington,4,104,2023,C,Ca,Unknown
Ty Mueller,Vancouver,4,105,2023,C,Ca,Unknown
Jakub Stancl,St. Louis,4,106,2023,C,Cz,Unknown
Vilmer Alriksson,Vancouver,4,107,2023,LW,Se,Unknown
Hoyt Stanley,Ottawa,4,108,2023,D,Ca,Unknown
Ethan Miedema,Buffalo,4,109,2023,LW,Ca,Unknown
Bogdan Konyushkov,Montreal,4,110,2023,D,Ru,Unknown
Joey Willis,Nashville,4,111,2023,C,Us,Unknown
Jaden Lipinski,Calgary,4,112,2023,C,Us,Unknown
Jesse Nurmi,NY Islanders,4,113,2023,LW,Fi,Unknown
Luca Pinelli,Columbus,4,114,2023,C,Ca,Unknown
Jayson Shaugabay,Tampa Bay,4,115,2023,RW,Us,Unknown
Andrei Loshko,Seattle,4,116,2023,C,By,Unknown
Larry Keenan,Detroit,4,117,2023,D,Ca,Unknown
Hampton Slukynsky,Los Angeles,4,118,2023,G,Us,Unknown
Matthew Perkins,Vancouver,4,119,2023,C,Ca,Unknown
Alex Ciernik,Philadelphia,4,120,2023,LW,De,Unknown
Juha Jatkola,Nashville,4,121,2023,G,Fi,Unknown
Cam Squires,New Jersey,4,122,2023,RW,Ca,Unknown
Luca Cagnoni,San Jose,4,123,2023,D,Ca,Unknown
Beckett Hendrickson,Boston,4,124,2023,C,Us,Unknown
Aram Minnetian,Dallas,4,125,2023,D,Us,Unknown
Stanislav Yarovoi,Carolina,4,126,2023,RW,Ru,Unknown
Albert Wikman,Florida,4,127,2023,D,Se,Unknown
Quentin Miller,Montreal,4,128,2023,G,Ca,Unknown
Rodwin Dionicio,Anaheim,5,129,2023,D,Us,Unknown
Axel Landen,San Jose,5,130,2023,D,Se,Unknown
Marcel Marcel,Chicago,5,131,2023,LW,Cz,Unknown
Eric Pohlkamp,San Jose,5,132,2023,D,Us,Unknown
Sam Harris,Montreal,5,133,2023,LW,Us,Unknown
Melker Thelin,Arizona,5,134,2023,G,Se,Unknown
Carter Sotheran,Philadelphia,5,135,2023,D,Ca,Unknown
Cameron Allen,Washington,5,136,2023,D,Ca,Unknown
Jack Phelan,Detroit,5,137,2023,D,Us,Unknown
Paul Fischer,St. Louis,5,138,2023,D,Us,Unknown
Charles-Alexis Legault,Carolina,5,139,2023,D,Ca,Unknown
Matthew Andonovski,Ottawa,5,140,2023,D,Ca,Unknown
Scott Ratzlaff,Buffalo,5,141,2023,G,Ca,Unknown
Mikhail Ilyin,Pittsburgh,5,142,2023,RW,Ru,Unknown
Sutter Muzzatti,Nashville,5,143,2023,C,Us,Unknown
Yevgeni Volokhin,Montreal,5,144,2023,G,Ru,Unknown
Justin Gill,NY Islanders,5,145,2023,C,Ca,Unknown
Jacob Julien,Winnipeg,5,146,2023,C,Ca,Unknown
Kevin Bicker,Detroit,5,147,2023,LW,De,Unknown
Kaden Hammell,Seattle,5,148,2023,D,Ca,Unknown
Aaron Pionk,Minnesota,5,149,2023,D,Us,Unknown
Matthew Mania,Los Angeles,5,150,2023,D,Us,Unknown
Thomas Milic,Winnipeg,5,151,2023,G,Ca,Unknown
Rasmus Larsson,NY Rangers,5,152,2023,D,Se,Unknown
Hudson Malinoski,Toronto,5,153,2023,C,Ca,Unknown
Chase Cheslock,New Jersey,5,154,2023,D,Us,Unknown
Nikita Ishimnikov,Colorado,5,155,2023,D,Ru,Unknown
Melvin Strahl,Columbus,5,156,2023,G,Se,Unknown
Arno Tiefensee,Dallas,5,157,2023,G,De,Unknown
Ruslan Khazheyev,Carolina,5,158,2023,G,Ru,Unknown
Olof Glifford,Florida,5,159,2023,G,Se,Unknown
Justin Kipkie,Arizona,5,160,2023,D,Ca,Unknown
Vojtech Port,Anaheim,6,161,2023,D,Cz,Unknown
Samu Bau,Arizona,6,162,2023,C,Fi,Unknown
Timur Mukhanov,Carolina,6,163,2023,LW,Ru,Unknown
Cole Brown,New Jersey,6,164,2023,LW,Ca,Unknown
Filip Eriksson,Montreal,6,165,2023,C,Se,Unknown
Carsen Musser,Arizona,6,166,2023,G,Us,Unknown
Milton Oscarson,Chicago,6,167,2023,C,Se,Unknown
Visa Vedenpaa,Seattle,6,168,2023,G,Fi,Unknown
Rudy Guimond,Detroit,6,169,2023,G,Ca,Unknown
Matthew Mayich,St. Louis,6,170,2023,D,Ca,Unknown
Aiden Celebrini,Vancouver,6,171,2023,D,Ca,Unknown
Ryan Macpherson,Philadelphia,6,172,2023,C,Ca,Unknown
Sean Keohane,Buffalo,6,173,2023,D,Us,Unknown
Cooper Foster,Pittsburgh,6,174,2023,C,Ca,Unknown
Austin Roest,Nashville,6,175,2023,C,Ch,Unknown
Yegor Yegorov,Calgary,6,176,2023,G,Ru,Unknown
Zachary Schulz,NY Islanders,6,177,2023,D,Us,Unknown
Dylan Roobroeck,NY Rangers,6,178,2023,C,Ca,Unknown
Warren Clark,Tampa Bay,6,179,2023,D,Ca,Unknown
Zeb Forsfjall,Seattle,6,180,2023,C,Se,Unknown
Kalem Parker,Minnesota,6,181,2023,D,Ca,Unknown
Ryan Conmy,Los Angeles,6,182,2023,RW,Us,Unknown
Ty Henricks,NY Rangers,6,183,2023,LW,Us,Unknown
